
[1mRooFit v3.60 -- Developed by Wouter Verkerke and David Kirkby[0m 
                Copyright (C) 2000-2013 NIKHEF, University of California & Stanford University
                All rights reserved, please read http://roofit.sourceforge.net/license.txt

 10 ./Templater
 10 -in
 10 -conf
 10 -flag
 10 -mc
 10 -ff
Configuring
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyTauCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyBMCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 1 :: for param :: applyIsoCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMass
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 11 :: for param :: nBinsQsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 10 :: for param :: nBinsEmu
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMMsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: doPhiPi
Setting output 
 Entering Do Template 
-------------------------
Set LHCb Style - Feb 2012
-------------------------
Going to write output file :: output/RootOutp_MCAll_bin0_NorBIsoPIDCutBuD0Ds_Weight.root
 /afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BuDD_NoCL_CB_Sim09b.root
TFile**		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BuDD_NoCL_CB_Sim09b.root	
 TFile*		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BuDD_NoCL_CB_Sim09b.root	
  KEY: TTree	DecayTree;1	tree with weights
nentries = 1613
With weight = ( McorrDsst > 3000 && McorrDsst < 8000 && (Ds_MM>1940 && Ds_MM<2000) && sq > 0. && ( Kpl_P>5000 && Kmi_P>5000 && pi_P>5000 && (Kpl_PT>800 || Kmi_PT>800 || pi_PT>800) && Ds_PT>2000 && Bs_0_BDTS_DOCA<0.50 && Bs_0_FDCHI2_TOPPV>50 && 1940<Ds_MM && 2000>Ds_MM  )  && ( mu_PIDmu > 0) && (mu_iso_MinBDT_Long>-0.5) )*sigw
1613
--- ... Processing event: 0
mass 3986.37, q2 2.51819e+06
mass 4799.58, q2 2.91698e+06
mass 3324.27, q2 8.91782e+06
mass 3628.83, q2 1.67876e+06
mass 4550.41, q2 3.74326e+06
mass 3781.47, q2 377694
mass 3850.61, q2 285214
mass 4554.93, q2 2.23865e+06
mass 4236.6, q2 1.40707e+06
mass 3808.15, q2 2.71532e+06
mass 3833.24, q2 2.19483e+06
mass 4970.96, q2 7.18978e+06
mass 4825.17, q2 2.05673e+06
mass 5537.58, q2 1.08613e+06
mass 4773.82, q2 4.25726e+06
mass 3907.19, q2 560583
mass 3713.94, q2 1.07695e+06
mass 4917.63, q2 1.32668e+06
mass 4273.96, q2 899294
mass 4815.37, q2 486607
mass 3358.6, q2 7.70258e+06
mass 4359.44, q2 668154
mass 4318.39, q2 984293
mass 3782.58, q2 2.1534e+06
mass 4974.99, q2 1.68746e+06
mass 3467.24, q2 1.95677e+06
mass 4877.37, q2 4.79425e+06
mass 5914.26, q2 -2.24868e+06
mass 4739.09, q2 1.03454e+06
mass 4934.94, q2 3.05922e+06
mass 5072.5, q2 1.28863e+06
mass 4001.33, q2 3.47657e+06
mass 5194.2, q2 5.84639e+06
mass 3975.42, q2 3.73448e+06
mass 4841.02, q2 1.86902e+06
mass 4817.48, q2 1.48666e+06
mass 3569.97, q2 1.74862e+06
mass 3457.37, q2 8.12276e+06
mass 5449.17, q2 762492
mass 3865.08, q2 3.20819e+06
mass 4781.18, q2 1.29937e+06
mass 4432.14, q2 3.83351e+06
mass 4205.54, q2 1.55366e+06
mass 4650.49, q2 3.43099e+06
mass 3857.22, q2 1.547e+06
mass 4534.61, q2 1.8865e+06
mass 4701.2, q2 2.53535e+06
mass 3459.23, q2 635166
mass 3825.99, q2 619571
mass 4722.82, q2 2.71329e+06
mass 4316.84, q2 8.52842e+06
mass 3701.16, q2 1.58142e+06
mass 5222.72, q2 8.6539e+06
mass 4218.38, q2 6.85201e+06
mass 4096.29, q2 1.65566e+06
mass 3632.5, q2 1.76642e+06
mass 4288.1, q2 2.80128e+06
mass 3357.28, q2 2.68489e+06
mass 4572.09, q2 5.31538e+06
mass 4598.93, q2 7.07622e+06
mass 3788.73, q2 2.69359e+06
mass 4863.67, q2 989928
mass 4497.04, q2 1.64399e+06
mass 3539.53, q2 1.46124e+06
mass 4703.32, q2 484873
mass 4130.01, q2 5.12088e+06
mass 4606.92, q2 8.49758e+06
mass 5506.27, q2 1.51885e+06
mass 3697.08, q2 3.59048e+06
mass 4352.49, q2 2.09508e+06
mass 4969.33, q2 1.62323e+06
mass 4145.3, q2 2.55831e+06
mass 4501.82, q2 1.55929e+06
mass 3836.27, q2 1.10714e+06
mass 3938, q2 1.1909e+06
mass 3702.44, q2 1.8041e+06
mass 4475.04, q2 4.20154e+06
mass 4428.47, q2 1.29124e+06
mass 4594.03, q2 2.24092e+06
mass 4080.77, q2 7.36734e+06
mass 3990.14, q2 2.88897e+06
mass 5417.48, q2 2.42907e+06
mass 4051.49, q2 3.12993e+06
mass 3924.78, q2 705924
mass 3892.85, q2 1.32521e+06
mass 3797.63, q2 1.91703e+06
mass 3855.42, q2 1.49359e+06
mass 4370.27, q2 1.11638e+06
mass 4491.43, q2 4.94515e+06
mass 3955.05, q2 6.00294e+06
mass 3919.11, q2 1.70886e+06
mass 4484.91, q2 2.81004e+06
mass 3700.36, q2 2.15853e+06
mass 3317.53, q2 7.18114e+06
mass 5066.92, q2 3.97953e+06
mass 5183.09, q2 2.04724e+06
mass 3414.57, q2 4.66981e+06
mass 3953.57, q2 5.98705e+06
mass 4060.95, q2 3.06423e+06
mass 5154.86, q2 80381.7
mass 4932.89, q2 2.8822e+06
mass 4995.93, q2 426584
mass 5473.99, q2 838086
mass 4525.15, q2 1.47439e+06
mass 4121.57, q2 3.51698e+06
mass 3653.51, q2 4.21871e+06
mass 4743.15, q2 1.98578e+06
mass 4217.13, q2 1.75498e+06
mass 3617.54, q2 1.57711e+06
mass 4356.99, q2 1.57229e+06
mass 5046.49, q2 656345
mass 4667.39, q2 3.79698e+06
mass 4402.92, q2 2.09564e+06
mass 4493.38, q2 6.02272e+06
mass 4381.41, q2 2.43157e+06
mass 4218.98, q2 1.07146e+06
mass 4110.16, q2 2.80799e+06
mass 4672.68, q2 4.89151e+06
mass 4387.73, q2 6.09312e+06
mass 4264.64, q2 297165
mass 4350.96, q2 7.05742e+06
mass 3932.29, q2 6.89834e+06
mass 3700.41, q2 1.56187e+06
mass 4313.45, q2 426132
mass 4651.88, q2 916270
mass 4029.57, q2 1.66587e+06
mass 5027.02, q2 2.83415e+06
mass 3307.9, q2 8.4039e+06
mass 5336.21, q2 1.65051e+06
mass 4144.8, q2 8.6222e+06
mass 4661.06, q2 2.40658e+06
mass 4000.54, q2 615654
mass 4583.67, q2 1.09963e+06
mass 5521.72, q2 744996
mass 4002.8, q2 1.93982e+06
mass 4206.69, q2 231896
mass 4105.69, q2 2.75762e+06
mass 3737.19, q2 349174
mass 4512.07, q2 2.40673e+06
mass 3899.28, q2 2.84453e+06
mass 4424.49, q2 3.15353e+06
mass 4823.32, q2 1.81875e+06
mass 3783.59, q2 1.0213e+06
mass 3569.01, q2 1.47493e+06
mass 4539.37, q2 4.51107e+06
mass 4102.04, q2 4.98642e+06
mass 3900.79, q2 5.71909e+06
mass 3783.3, q2 2.05298e+06
mass 4517.25, q2 1.35078e+06
mass 4020.42, q2 8.11189e+06
mass 4370.65, q2 6.22041e+06
mass 4555.95, q2 763648
mass 4555.49, q2 2.47326e+06
mass 5499.57, q2 938956
mass 4507.68, q2 966323
mass 3615.6, q2 3.10568e+06
mass 4470.7, q2 1.86411e+06
mass 3904.73, q2 524984
mass 5090.88, q2 1.00133e+07
mass 3752.87, q2 1.20622e+06
mass 4630.31, q2 4.60601e+06
mass 4878.18, q2 877160
mass 4472.76, q2 884240
mass 4670.64, q2 1.03113e+06
mass 4253.88, q2 9.12821e+06
mass 3501.93, q2 8.60028e+06
mass 4229.48, q2 1.13362e+06
mass 4443.55, q2 1.60665e+06
mass 4575.77, q2 1.90095e+06
mass 3811.14, q2 1.95859e+06
mass 3468.41, q2 9.47019e+06
mass 3816.5, q2 1.44237e+06
mass 4264.2, q2 5.77038e+06
mass 4728.71, q2 4.30434e+06
mass 3944.51, q2 2.19679e+06
mass 4500.59, q2 777619
mass 4664, q2 4.30242e+06
mass 4447.41, q2 593547
mass 5074.57, q2 2.00316e+06
mass 3770.46, q2 2.55783e+06
mass 4495.63, q2 1.07219e+06
mass 4268.22, q2 2.49731e+06
mass 3802.68, q2 1.58287e+06
mass 4623.8, q2 6.60459e+06
mass 4894.3, q2 1.90877e+06
mass 5127.25, q2 5.33807e+06
mass 5438.21, q2 -276959
mass 5447.25, q2 2.00175e+06
mass 7209.96, q2 -6.31692e+06
mass 3674.86, q2 2.68522e+06
mass 3771.33, q2 749381
mass 4226.31, q2 6.80372e+06
mass 4296.88, q2 1.56539e+06
mass 5122.28, q2 4.08667e+06
mass 4596.47, q2 3.12336e+06
mass 4476.96, q2 145140
mass 4387.2, q2 2.00607e+06
mass 4163.82, q2 1.54e+06
mass 4877.78, q2 2.1122e+06
mass 4807.84, q2 3.36904e+06
mass 4584.79, q2 2.73314e+06
mass 3870.4, q2 286498
mass 4953.72, q2 1.16298e+06
mass 4534.44, q2 5.94156e+06
mass 3781.52, q2 3.13647e+06
mass 4626.03, q2 3.69962e+06
mass 3976.15, q2 2.31495e+06
mass 3542.02, q2 1.31552e+06
mass 4397.42, q2 1.7536e+06
mass 7132.12, q2 -3.67364e+06
mass 3671.79, q2 2.62995e+06
mass 4021.37, q2 253388
mass 6243.95, q2 -1.76482e+06
mass 3933.53, q2 908982
mass 4055.12, q2 2.13545e+06
mass 3178.83, q2 1.68773e+06
mass 4213.17, q2 381513
mass 5085.77, q2 6.49649e+06
mass 3457.51, q2 5.36092e+06
mass 3474.07, q2 2.33741e+06
mass 3625.36, q2 2.33229e+06
mass 3384.29, q2 1.32857e+06
mass 5444.25, q2 2.32341e+06
mass 4941.44, q2 1.49231e+06
mass 5294.92, q2 4.00504e+06
mass 4264.99, q2 1.62282e+06
mass 4255.51, q2 2.60436e+06
mass 4415.46, q2 1.55165e+06
mass 3532.26, q2 1.88629e+06
mass 4277.17, q2 3.06229e+06
mass 3665.98, q2 2.47708e+06
mass 4782.04, q2 3.56847e+06
mass 4365.9, q2 2.73519e+06
mass 5058.87, q2 845190
mass 4434.76, q2 6.22963e+06
mass 3826.41, q2 3.19298e+06
mass 4335.58, q2 6.0451e+06
mass 3534.26, q2 5.29841e+06
mass 4467.51, q2 3.89007e+06
mass 3288.33, q2 2.721e+06
mass 3903.75, q2 1.79142e+06
mass 3639.52, q2 2.25598e+06
mass 5640.69, q2 -619266
mass 5701.33, q2 9.2254e+06
mass 4226.76, q2 2.66569e+06
mass 4646.25, q2 484318
mass 4732.73, q2 2.04876e+06
mass 4466.73, q2 4.63369e+06
mass 3643.31, q2 1.79818e+06
mass 4689.03, q2 5.51964e+06
mass 4545.37, q2 3.21334e+06
mass 4838.72, q2 1.83857e+06
mass 3676.56, q2 532749
mass 4839.75, q2 3.7954e+06
mass 3709.48, q2 1.18696e+06
mass 4975.77, q2 1.66987e+06
mass 3221.94, q2 1.97481e+06
mass 4558.01, q2 2.13652e+06
mass 4185.27, q2 2.91908e+06
mass 4001.63, q2 2.43837e+06
mass 4938.65, q2 2.08341e+06
mass 4123.49, q2 1.1398e+06
mass 3912.36, q2 1.19701e+06
mass 4848.29, q2 3.10957e+06
mass 3759.89, q2 1.7631e+06
mass 4762.46, q2 643538
mass 4753.6, q2 1.67305e+06
mass 4294.89, q2 2.59728e+06
mass 4628.45, q2 5.48238e+06
mass 5048.24, q2 1.20034e+06
mass 3726.46, q2 2.0226e+06
mass 3460, q2 2.09013e+06
mass 4850.99, q2 2.66171e+06
mass 4601.89, q2 3.10955e+06
mass 3739.15, q2 1.50209e+06
mass 3833.35, q2 1.67277e+06
mass 5531.63, q2 1.57934e+06
mass 4099.46, q2 3.9718e+06
mass 4097.82, q2 2.76739e+06
mass 3851.18, q2 2.92565e+06
mass 4462.81, q2 6.12951e+06
mass 3704.57, q2 2.32049e+06
mass 3826.32, q2 674201
mass 4896.73, q2 3.49499e+06
mass 4363.46, q2 3.07365e+06
mass 3650.97, q2 789271
mass 4851.05, q2 2.9395e+06
mass 4536.05, q2 1.23876e+06
mass 3933.75, q2 1.03221e+07
mass 4299.36, q2 2.74339e+06
mass 3670.56, q2 1.80952e+06
mass 4199.28, q2 2.58372e+06
mass 3104.83, q2 3.22213e+06
mass 5317.57, q2 1.56671e+06
mass 3946.78, q2 2.28643e+06
mass 4278.86, q2 3.23271e+06
mass 4160.6, q2 615813
mass 3914.86, q2 804811
mass 4600.04, q2 2.09633e+06
mass 3601.08, q2 1.28221e+06
mass 4494.73, q2 1.65377e+06
mass 3810.42, q2 7.1237e+06
mass 4376.98, q2 7.07646e+06
mass 4985.65, q2 1.9459e+06
mass 4019.95, q2 8.1379e+06
mass 4093.37, q2 2.03541e+06
mass 4878.75, q2 2.25985e+06
mass 5609.74, q2 223332
mass 4496.09, q2 2.32495e+06
mass 4328.28, q2 2.47291e+06
mass 3837.18, q2 2.39635e+06
mass 3562.3, q2 2.06134e+06
mass 4100.48, q2 2.08721e+06
mass 3892.73, q2 1.9309e+06
mass 4841.07, q2 2.38431e+06
mass 5473.99, q2 2.66574e+06
mass 5161.32, q2 1.47832e+06
mass 3953.42, q2 6.57097e+06
mass 4415.76, q2 1.42648e+06
mass 5765.01, q2 5.1546e+06
mass 4181.94, q2 5.41528e+06
mass 3639.8, q2 3.44974e+06
mass 3588.49, q2 1.35071e+06
mass 4612.23, q2 6.10121e+06
mass 5179.08, q2 4.71632e+06
mass 3360.07, q2 1.28231e+06
mass 3416.04, q2 1.90913e+06
mass 3277.35, q2 2.92614e+06
mass 4783.15, q2 5.45786e+06
mass 3207.72, q2 1.06001e+06
mass 4747.77, q2 849944
mass 4458.07, q2 2.89366e+06
mass 3396.81, q2 2.56818e+06
mass 4169.25, q2 1.81324e+06
mass 4829.32, q2 3.35087e+06
mass 6381.62, q2 1.65206e+06
mass 3545.93, q2 3.37989e+06
mass 3726.07, q2 3.05721e+06
mass 4664.76, q2 3.8e+06
mass 3980.35, q2 2.38774e+06
mass 4056.67, q2 1.69116e+06
mass 4348.46, q2 4.92479e+06
mass 3864.64, q2 5.10797e+06
mass 5213.66, q2 324044
mass 4297.75, q2 1.42237e+06
mass 4804.61, q2 2.25527e+06
mass 5077.14, q2 947152
mass 4218.06, q2 5.67273e+06
mass 3538.25, q2 3.39599e+06
mass 3838.45, q2 1.99194e+06
mass 3327.9, q2 1.3062e+06
mass 4157.07, q2 2.73581e+06
mass 4628.16, q2 2.61837e+06
mass 4037.27, q2 2.3509e+06
mass 4279.46, q2 1.21983e+06
mass 4049.11, q2 5.23958e+06
mass 4967.31, q2 1.79134e+06
mass 4868.83, q2 1.01917e+06
mass 5053.22, q2 1.66626e+06
mass 4519.47, q2 388250
mass 3601.4, q2 1.16678e+06
mass 5145.29, q2 393036
mass 3827.54, q2 2.24921e+06
mass 4008.55, q2 1.54607e+06
mass 4359.35, q2 1.31455e+06
mass 4019.96, q2 3.29012e+06
mass 5048.61, q2 1.68543e+06
mass 4258.45, q2 3.05329e+06
mass 4491.23, q2 3.00221e+06
mass 4487.84, q2 2.59208e+06
mass 4409.72, q2 2.86816e+06
mass 4332.83, q2 9.8938e+06
mass 3216.45, q2 3.157e+06
mass 4652.12, q2 2.79634e+06
mass 4372.48, q2 2.0223e+06
mass 4139.13, q2 2.1066e+06
mass 4586.73, q2 2.56271e+06
mass 4581.54, q2 256878
mass 5422.47, q2 953821
mass 4410.21, q2 3.08498e+06
mass 4042.72, q2 3.57675e+06
mass 4639.67, q2 5.39546e+06
mass 4406.74, q2 3.8922e+06
mass 4327.3, q2 954382
mass 5080.26, q2 4.83475e+06
mass 3102.33, q2 7.23463e+06
mass 4511.03, q2 2.03897e+06
mass 3838.33, q2 2.18459e+06
mass 3365.13, q2 7.31338e+06
mass 5131.83, q2 1.4722e+06
mass 4915.12, q2 2.01749e+06
mass 4032.8, q2 2.47324e+06
mass 4961.35, q2 1.8282e+06
mass 4217.13, q2 1.33365e+06
mass 4346.87, q2 943462
mass 4384.2, q2 1.63786e+06
mass 4607.67, q2 1.14164e+06
mass 4586.24, q2 5.17e+06
mass 3801.77, q2 2.22617e+06
mass 4055.33, q2 2.87207e+06
mass 4088.61, q2 6.64531e+06
mass 4397.25, q2 4.51118e+06
mass 4294.59, q2 1.46082e+06
mass 4740.91, q2 1.97144e+06
mass 4761.61, q2 2.55616e+06
mass 5420.83, q2 245082
mass 4650.72, q2 2.74954e+06
mass 3622.08, q2 274404
mass 4709.18, q2 5.46464e+06
mass 4123.76, q2 1.83517e+06
mass 3839.64, q2 1.28285e+06
mass 4179.46, q2 597820
mass 4530.93, q2 3.56996e+06
RooDataSet::dataset[m_{D_{s}#mu}] = 1613 entries
RooDataSet::datasetQ[m_{D_{s}#mu},q^{2}] = 1613 entries
RooDataSet::datasetE[m_{D_{s}#mu},E_{#mu}] = 1613 entries
RooDataSet::datasetM[m_{D_{s}#mu},mm^2] = 1613 entries
RooDataSet::datasetQP[m_{D_{s}#mu},q^{2}] = 1613 entries
RooDataSet::datasetQM[m_{D_{s}#mu},q^{2}] = 1613 entries
All events processed
