
[1mRooFit v3.60 -- Developed by Wouter Verkerke and David Kirkby[0m 
                Copyright (C) 2000-2013 NIKHEF, University of California & Stanford University
                All rights reserved, please read http://roofit.sourceforge.net/license.txt

 10 ./Templater
 10 -in
 10 -conf
 10 -flag
 10 -mc
 10 -ff
Configuring
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyTauCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyBMCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 1 :: for param :: applyIsoCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMass
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 11 :: for param :: nBinsQsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 10 :: for param :: nBinsEmu
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMMsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: doPhiPi
Setting output 
 Entering Do Template 
-------------------------
Set LHCb Style - Feb 2012
-------------------------
Going to write output file :: output/RootOutp_MCAll_bin0_NorBIsoPIDCutBsDsDs_Weight.root
 /afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root
TFile**		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
 TFile*		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
  KEY: TTree	DecayTree;1	tree with weights
nentries = 2986
With weight = ( McorrDsst > 3000 && McorrDsst < 8000 && (Ds_MM>1940 && Ds_MM<2000) && sq > 0. && ( Kpl_P>5000 && Kmi_P>5000 && pi_P>5000 && (Kpl_PT>800 || Kmi_PT>800 || pi_PT>800) && Ds_PT>2000 && Bs_0_BDTS_DOCA<0.50 && Bs_0_FDCHI2_TOPPV>50 && 1940<Ds_MM && 2000>Ds_MM  )  && ( mu_PIDmu > 0) && (mu_iso_MinBDT_Long>-0.5) )*sigw
2986
--- ... Processing event: 0
mass 4605.49, q2 2.40052e+06
mass 4028.73, q2 779246
mass 4988.09, q2 6.22088e+06
mass 3910.76, q2 3.82236e+06
mass 4669.13, q2 312078
mass 3744.35, q2 7.46817e+06
mass 6233.15, q2 7.00394e+06
mass 3219.4, q2 991281
mass 5413.28, q2 4.99481e+06
mass 4809.22, q2 3.73953e+06
mass 3334.29, q2 7.60443e+06
mass 4855.14, q2 2.69796e+06
mass 4737.76, q2 4.5022e+06
mass 4838.43, q2 4.16346e+06
mass 4183.06, q2 1.07636e+07
mass 3901.25, q2 601525
mass 4810.47, q2 4.80126e+06
mass 3356.72, q2 5.33484e+06
mass 5730.64, q2 5.76886e+06
mass 3605.7, q2 1.09042e+06
mass 4347.43, q2 1.3648e+06
mass 5115.07, q2 7.68284e+06
mass 5038.52, q2 4.04964e+06
mass 4409.01, q2 3.17834e+06
mass 6142.74, q2 -1.2283e+06
mass 4516.09, q2 1.77995e+06
mass 4619.47, q2 4.61585e+06
mass 3878.47, q2 2.12329e+06
mass 4864.8, q2 2.17804e+06
mass 4947.43, q2 480026
mass 5125.74, q2 1.62784e+06
mass 4377.7, q2 3.68558e+06
mass 3761.3, q2 1.79423e+06
mass 4052.63, q2 800007
mass 4407.86, q2 3.71829e+06
mass 3998.93, q2 1.04159e+07
mass 5453.25, q2 2.11423e+06
mass 4120.78, q2 778567
mass 5133.09, q2 1.09708e+06
mass 4223.08, q2 9.87416e+06
mass 7868.29, q2 -5.12333e+06
mass 4766.79, q2 848938
mass 4163.72, q2 2.94914e+06
mass 3577.3, q2 4.73299e+06
mass 4314.4, q2 3.7604e+06
mass 4458.92, q2 3.93135e+06
mass 4244.84, q2 2.41853e+06
mass 5217.93, q2 2.27673e+06
mass 5541.59, q2 1.02928e+06
mass 6234.25, q2 -802218
mass 4649.76, q2 280576
mass 3650.93, q2 2.9493e+06
mass 5059.59, q2 1.91938e+06
mass 4394.54, q2 3.69972e+06
mass 4849.72, q2 1.99281e+06
mass 4349.94, q2 5.89335e+06
mass 4249.17, q2 1.57079e+06
mass 4317.24, q2 617116
mass 4769.36, q2 6.34222e+06
mass 4923.22, q2 2.00177e+06
mass 5853.81, q2 3.78732e+06
mass 3763.7, q2 5.04425e+06
mass 4463.97, q2 953203
mass 3871.87, q2 2.25802e+06
mass 4472.81, q2 3.35344e+06
mass 5090.97, q2 4.1708e+06
mass 4217.4, q2 4.22115e+06
mass 4701.11, q2 5.60919e+06
mass 4464.92, q2 1.25897e+06
mass 3784.18, q2 3.14048e+06
mass 4936.58, q2 3.51312e+06
mass 4417.29, q2 1.60486e+06
mass 4261.71, q2 1.24183e+06
mass 5570.18, q2 1.51004e+06
mass 5002.97, q2 1.09224e+06
mass 4976.84, q2 2.52276e+06
mass 4620.6, q2 6.09528e+06
mass 5377.15, q2 3.89399e+06
mass 5209.08, q2 874723
mass 4850.68, q2 1.5098e+06
mass 5104.63, q2 974355
mass 5053.52, q2 2.35099e+06
mass 5198.87, q2 3.97352e+06
mass 5590.53, q2 357643
mass 4916.85, q2 1.23433e+06
mass 6032.62, q2 -548805
mass 4938.82, q2 4.40969e+06
mass 4843.25, q2 8.09427e+06
mass 4307.69, q2 1.25584e+06
mass 4095.6, q2 1.48255e+06
mass 3861.77, q2 1.70829e+06
mass 4015.21, q2 4.61337e+06
mass 4766.63, q2 140720
mass 4766.32, q2 3.42529e+06
mass 4102.62, q2 6.83527e+06
mass 3801.01, q2 2.68989e+06
mass 4951.65, q2 136214
mass 5367.74, q2 1.84974e+06
mass 6316.95, q2 2.15142e+06
mass 3970.39, q2 9.42042e+06
mass 4474.54, q2 2.90353e+06
mass 3835.87, q2 1.19832e+06
mass 5147.58, q2 452678
mass 4579.41, q2 5.10197e+06
mass 4899.74, q2 2.51539e+06
mass 4577.65, q2 1.43881e+06
mass 4858.72, q2 5.21387e+06
mass 4114.45, q2 2.39277e+06
mass 5756.54, q2 5.802e+06
mass 4345.92, q2 5.67352e+06
mass 4732.58, q2 2.85022e+06
mass 4236.25, q2 5.40453e+06
mass 6760.65, q2 -1.01064e+06
mass 5067.32, q2 2.43032e+06
mass 5060.17, q2 2.37914e+06
mass 4396.89, q2 2.95921e+06
mass 3957.39, q2 1.20491e+06
mass 5200.99, q2 6.23243e+06
mass 4188.17, q2 7.23778e+06
mass 5155.22, q2 4.61032e+06
mass 4437.52, q2 6.83899e+06
mass 5280.07, q2 4.24168e+06
mass 5400.2, q2 4.75354e+06
mass 4569.26, q2 4.69007e+06
mass 3962.67, q2 2.3302e+06
mass 4185.11, q2 1.00635e+06
mass 4614.81, q2 3.76849e+06
mass 5239.22, q2 1.49418e+06
mass 5132.72, q2 4.55514e+06
mass 4133.73, q2 3.10772e+06
mass 3684.91, q2 2.94139e+06
mass 4361.88, q2 999518
mass 4129.93, q2 2.12508e+06
mass 5297.84, q2 4.17182e+06
mass 4762.54, q2 3.31098e+06
mass 5466.12, q2 4.99414e+06
mass 3874.37, q2 2.81119e+06
mass 4338.84, q2 1.2982e+06
mass 4283.73, q2 5.62277e+06
mass 4268.76, q2 5.28306e+06
mass 4214.63, q2 406425
mass 4376.1, q2 191034
mass 4680.68, q2 6.49269e+06
mass 4161.65, q2 4.9682e+06
mass 4958.45, q2 132087
mass 4476.21, q2 349304
mass 3629.72, q2 2.2368e+06
mass 5051.94, q2 1.89969e+06
mass 4809.38, q2 4.74548e+06
mass 4273.57, q2 5.80667e+06
mass 4159.32, q2 2.38491e+06
mass 4181.67, q2 2.63991e+06
mass 3360.06, q2 1.89212e+06
mass 3217.66, q2 2.03141e+06
mass 4093.33, q2 1.81829e+06
mass 3613.93, q2 578688
mass 4236.91, q2 8.20457e+06
mass 3349.96, q2 5.98285e+06
mass 4015.72, q2 1.23079e+06
mass 3784.26, q2 1.31041e+06
mass 4474.28, q2 2.16554e+06
mass 4410.12, q2 1.44053e+06
mass 4707.22, q2 1.24832e+06
mass 3389.85, q2 1.2967e+06
mass 4285.03, q2 1.03488e+07
mass 4057.81, q2 472921
mass 4799.22, q2 327200
mass 3699.11, q2 5.63255e+06
mass 5188.87, q2 3.66927e+06
mass 4403.5, q2 1.55892e+06
mass 4053.28, q2 2.18714e+06
mass 3396.43, q2 3.18221e+06
mass 4269.9, q2 3.05066e+06
mass 3454.67, q2 4.44934e+06
mass 4922.61, q2 813606
mass 3797.99, q2 2.55171e+06
mass 3980.32, q2 2.35929e+06
mass 5377.01, q2 1.13246e+06
mass 3625.64, q2 3.41355e+06
mass 6497.56, q2 -591484
mass 4796.34, q2 2.17465e+06
mass 4602.69, q2 992520
mass 4903, q2 3.70294e+06
mass 4695.23, q2 1.75021e+06
mass 4518.11, q2 3.58224e+06
mass 4864.62, q2 1.28929e+06
mass 4998.26, q2 1.12506e+06
mass 4407.66, q2 1.73163e+06
mass 3928.96, q2 5.74365e+06
mass 3641.03, q2 9.6599e+06
mass 5225.63, q2 3.83359e+06
mass 4010.28, q2 8.19536e+06
mass 4878.88, q2 1.31982e+06
mass 5311.73, q2 4.92298e+06
mass 4827.69, q2 3.92841e+06
mass 5255.31, q2 1.00195e+06
mass 4332.33, q2 1.71261e+06
mass 4231.94, q2 1.54786e+06
mass 4159.4, q2 3.7445e+06
mass 3442.76, q2 1.85114e+06
mass 4490.76, q2 3.05857e+06
mass 4618.03, q2 1.99063e+06
mass 4950.83, q2 2.1633e+06
mass 3570.77, q2 1.24597e+06
mass 4958.22, q2 4.70306e+06
mass 5137.18, q2 1.47763e+06
mass 4539.25, q2 790467
mass 4293.73, q2 2.37221e+06
mass 4604.68, q2 889563
mass 4132.72, q2 6.14774e+06
mass 5275.69, q2 2.71997e+06
mass 4439.34, q2 2.61361e+06
mass 3544.35, q2 8.60435e+06
mass 4713.17, q2 579541
mass 4683.13, q2 1.41519e+06
mass 4766.21, q2 3.89832e+06
mass 4664.34, q2 3.73816e+06
mass 4501.09, q2 5.95112e+06
mass 4447.41, q2 3.05765e+06
mass 4097.18, q2 1.36272e+06
mass 5237.87, q2 4.97528e+06
mass 4463.19, q2 2.28541e+06
mass 5119.81, q2 5.26237e+06
mass 4665.48, q2 4.30155e+06
mass 4246.36, q2 4.25049e+06
mass 5094.32, q2 430568
mass 5684.96, q2 1.15437e+06
mass 4022.19, q2 1.93086e+06
mass 4988.34, q2 1.67298e+06
mass 4878.21, q2 4.80131e+06
mass 5088.03, q2 4.99886e+06
mass 4368.15, q2 2.54014e+06
mass 6457.86, q2 -1.27059e+06
mass 4661.72, q2 710235
mass 4170.58, q2 4.02052e+06
mass 4470.27, q2 3.16679e+06
mass 4385.95, q2 4.94922e+06
mass 4893.32, q2 3.09419e+06
mass 5046.64, q2 796973
mass 4938.12, q2 1.65741e+06
mass 3703.04, q2 2.37264e+06
mass 4512.03, q2 2.7175e+06
mass 4741.59, q2 3.42441e+06
mass 5223.65, q2 5.28279e+06
mass 4762.74, q2 3.62784e+06
mass 4140.2, q2 2.39548e+06
mass 4306.48, q2 5.21538e+06
mass 3482.73, q2 4.08372e+06
mass 4535.76, q2 9.08823e+06
mass 4595.72, q2 3.83176e+06
mass 3802.46, q2 2.26917e+06
mass 5038.46, q2 3.14615e+06
mass 5381.57, q2 3.67569e+06
mass 4055.17, q2 1.35933e+06
mass 3610.29, q2 2.41767e+06
mass 3774.48, q2 2.07564e+06
mass 4596, q2 1.09766e+06
mass 4516.65, q2 5.0564e+06
mass 3904.19, q2 8.616e+06
mass 3695.56, q2 2.05035e+06
mass 4005.35, q2 3.30704e+06
mass 4288, q2 4.04727e+06
mass 4426.95, q2 5.14444e+06
mass 4256.66, q2 4.43287e+06
mass 5303.26, q2 4.97745e+06
mass 4724.18, q2 2.41461e+06
mass 4722.47, q2 1.71183e+06
mass 4205.13, q2 2.40665e+06
mass 5454.13, q2 4.56247e+06
mass 4406.88, q2 211419
mass 4733.07, q2 2.51238e+06
mass 4959.54, q2 470798
mass 4773.75, q2 6.31016e+06
mass 4459.17, q2 1.32769e+06
mass 4278.05, q2 1.16082e+06
mass 4172.7, q2 5.72724e+06
mass 4714.76, q2 2.97315e+06
mass 4692.52, q2 4.44784e+06
mass 4386.16, q2 3.91177e+06
mass 5599.43, q2 2.43169e+06
mass 4518.91, q2 6.33964e+06
mass 4904.45, q2 8.24906e+06
mass 5210.87, q2 697322
mass 5336.13, q2 3.05806e+06
mass 5099.48, q2 2.95474e+06
mass 4569.22, q2 1.01627e+07
mass 4586.4, q2 8.94021e+06
mass 4346.67, q2 1.95926e+06
mass 4240.06, q2 2.15181e+06
mass 3477.89, q2 1.63451e+06
mass 5436.69, q2 4.33421e+06
mass 4266.18, q2 1.24381e+06
mass 4213.9, q2 840746
mass 4588.7, q2 1.81334e+06
mass 4808.34, q2 65320
mass 3660.87, q2 1.91295e+06
mass 4857.34, q2 4.87328e+06
mass 3419.75, q2 1.03497e+06
mass 4318.61, q2 5.60637e+06
mass 4153.31, q2 7.87957e+06
mass 4490.61, q2 1.96251e+06
mass 6005.24, q2 1.22779e+06
mass 4315.17, q2 3.35558e+06
mass 3899.39, q2 649622
mass 3762.09, q2 6.23223e+06
mass 4771.95, q2 2.75805e+06
mass 4178.92, q2 1.52834e+06
mass 4552.78, q2 4.12095e+06
mass 4805.7, q2 586461
mass 5006.61, q2 2.6292e+06
mass 5021.35, q2 4.2997e+06
mass 4900.59, q2 832191
mass 5459.29, q2 1.57995e+06
mass 4407.09, q2 1.75998e+06
mass 4265.02, q2 1.5078e+06
mass 4145.07, q2 3.51403e+06
mass 4831.66, q2 6.4122e+06
mass 4225.67, q2 1.82183e+06
mass 5118.82, q2 6.76793e+06
mass 4759.63, q2 1.38613e+06
mass 4868.03, q2 1.65813e+06
mass 5590.33, q2 3.15011e+06
mass 4677.3, q2 3.73912e+06
mass 5066.76, q2 3.47079e+06
mass 5081.45, q2 2.43234e+06
mass 4738.14, q2 3.5711e+06
mass 4132.02, q2 8.92351e+06
mass 4280.17, q2 2.14117e+06
mass 4453.69, q2 592009
mass 5198.48, q2 1.7905e+06
mass 4544.88, q2 6.8939e+06
mass 4447.66, q2 1.52634e+06
mass 5366.65, q2 6.27383e+06
mass 5190.4, q2 2.13829e+06
mass 3993.89, q2 5.66785e+06
mass 5556.34, q2 1.5615e+06
mass 5668.44, q2 1.26202e+06
mass 5108.32, q2 2.12424e+06
mass 4396.15, q2 173890
mass 4753.98, q2 6.99664e+06
mass 3847.41, q2 1.95366e+06
mass 5686.5, q2 2.3381e+06
mass 3960.81, q2 5.98207e+06
mass 4157.57, q2 2.58864e+06
mass 5184.98, q2 4.16564e+06
mass 4795, q2 5.3978e+06
mass 3769.38, q2 1.32047e+06
mass 4794.48, q2 2.84447e+06
mass 4655.79, q2 951601
mass 5342.86, q2 3.96499e+06
mass 4512.42, q2 454001
mass 4881.16, q2 3.76611e+06
mass 4965.76, q2 4.40508e+06
mass 4861.43, q2 1.61669e+06
mass 4090.48, q2 8.46589e+06
mass 4534.42, q2 2.77305e+06
mass 4587.2, q2 2.34833e+06
mass 4192.87, q2 2.88897e+06
mass 5666.84, q2 6.19574e+06
mass 5454.71, q2 2.50013e+06
mass 4418.03, q2 689451
mass 5299.46, q2 2.91601e+06
mass 5338.83, q2 2.63006e+06
mass 5300.19, q2 5.08086e+06
mass 5302.32, q2 2.87258e+06
mass 4290.11, q2 494559
mass 4805.77, q2 5.11392e+06
mass 4571.54, q2 7.46619e+06
mass 4341.34, q2 4.79982e+06
mass 4324.23, q2 1.05764e+06
mass 5385.44, q2 1.52593e+06
mass 4412.19, q2 1.00194e+07
mass 4347.75, q2 2.87971e+06
mass 3875.09, q2 554649
mass 5354, q2 4.28095e+06
mass 4862.32, q2 1.92773e+06
mass 4774.36, q2 198952
mass 5034.47, q2 3.07472e+06
mass 4695.76, q2 4.24379e+06
mass 4738.77, q2 644125
mass 4686.84, q2 775537
mass 4547.02, q2 3.87661e+06
mass 4169.46, q2 1.10225e+06
mass 5067.07, q2 1.67322e+06
mass 4108.6, q2 2.77189e+06
mass 4692.54, q2 1.44054e+06
mass 3431.37, q2 1.11115e+06
mass 4570.64, q2 696812
mass 3556.73, q2 7.5176e+06
mass 4321.77, q2 1.82939e+06
mass 4347.07, q2 1.6869e+06
mass 3691.39, q2 3.78803e+06
mass 4248.39, q2 3.42584e+06
mass 3757.86, q2 1.87716e+06
mass 5060.1, q2 2.22012e+06
mass 4150.17, q2 5.72686e+06
mass 5108.63, q2 3.01558e+06
mass 5977.19, q2 -1.60817e+06
mass 3598.09, q2 1.87995e+06
mass 5421.12, q2 2.29872e+06
mass 5022.92, q2 4.0137e+06
mass 4499.07, q2 3.13079e+06
mass 5780.29, q2 -514841
mass 5192.55, q2 3.67269e+06
mass 4007.99, q2 1.63595e+06
mass 4982.8, q2 4.11497e+06
mass 4193.3, q2 3.99324e+06
mass 3563.99, q2 2.46472e+06
mass 4216.62, q2 1.10006e+06
mass 3559.34, q2 1.8845e+06
mass 4613.26, q2 961751
mass 4332.36, q2 4.73548e+06
mass 4631.95, q2 4.53761e+06
mass 4073.27, q2 5.15586e+06
mass 3399.01, q2 1.3172e+06
mass 4845.4, q2 1.9601e+06
mass 4641.26, q2 4.05657e+06
mass 4768.19, q2 3.16878e+06
mass 4360.84, q2 853889
mass 4546.79, q2 3.12913e+06
mass 4380.54, q2 3.39054e+06
mass 6232.35, q2 -107064
mass 4518.73, q2 316195
mass 4409.9, q2 937138
mass 4730.39, q2 8.61239e+06
mass 5082.81, q2 2.74928e+06
mass 5022.89, q2 870012
mass 4292.71, q2 6.07876e+06
mass 3824.26, q2 2.60374e+06
mass 4348.24, q2 1.43776e+06
mass 3663.38, q2 981883
mass 4358.62, q2 855038
mass 4604.08, q2 1.76334e+06
mass 5617.46, q2 4.11951e+06
mass 4143.14, q2 5.49269e+06
mass 3210.08, q2 1.62849e+06
mass 4453.08, q2 2.88351e+06
mass 5948.67, q2 -242274
mass 3911.2, q2 1.19724e+06
mass 4255.6, q2 3.19415e+06
mass 5461.11, q2 2.68974e+06
mass 4287.56, q2 1.96971e+06
mass 4649.7, q2 4.45066e+06
mass 4013.18, q2 1.50712e+06
mass 4252.51, q2 3.76281e+06
mass 4400.39, q2 1.54938e+06
mass 4349.43, q2 2.17135e+06
mass 4929.75, q2 2.03011e+06
mass 3950.56, q2 577746
mass 4222.41, q2 1.08222e+06
mass 3765.77, q2 3.0197e+06
mass 4391.67, q2 3.17825e+06
mass 3694.06, q2 2.50568e+06
mass 4616.13, q2 1.32871e+06
mass 5086.29, q2 4.65083e+06
mass 4814.14, q2 1.99637e+06
mass 4795.93, q2 7.90705e+06
mass 4334.2, q2 6.25546e+06
mass 4915.99, q2 1.46373e+06
mass 4731.54, q2 3.7499e+06
mass 3479.92, q2 1.66173e+06
mass 4222.27, q2 1.6925e+06
mass 5073.99, q2 6.98388e+06
mass 4996.66, q2 4.29238e+06
mass 4422.36, q2 7.29518e+06
mass 4166.87, q2 1.27237e+06
mass 4590.74, q2 4.14698e+06
mass 4429.57, q2 6.45076e+06
mass 4704.85, q2 823466
mass 4836.58, q2 1.25825e+06
mass 3575.67, q2 1.06628e+06
mass 4359.48, q2 5.26283e+06
mass 4199.19, q2 2.07924e+06
mass 4237.23, q2 1.03289e+06
mass 4372.41, q2 5.03229e+06
mass 4757.68, q2 1.97748e+06
mass 5111.47, q2 4.01238e+06
mass 4126.47, q2 829644
mass 5140.63, q2 4.58744e+06
mass 4045.14, q2 3.2459e+06
mass 4216.44, q2 1.87464e+06
mass 4526.18, q2 474525
mass 5522.28, q2 -278929
mass 5073.83, q2 5.53757e+06
mass 5118.45, q2 4.83927e+06
mass 6292.7, q2 -1.34332e+06
mass 4730.53, q2 3.23676e+06
mass 4017.08, q2 2.09718e+06
mass 3782.27, q2 2.08308e+06
mass 4133.68, q2 1.56223e+06
mass 5763.14, q2 584962
mass 3554.74, q2 7.52716e+06
mass 3300.12, q2 1.28531e+06
mass 3602.75, q2 1.99001e+06
mass 3377.86, q2 4.48273e+06
mass 3373.75, q2 1.21064e+06
mass 4879.21, q2 5.06665e+06
mass 5217.82, q2 480943
mass 4522.64, q2 4.20291e+06
mass 4870.67, q2 414191
mass 4821.07, q2 1.65815e+06
mass 3635.85, q2 1.75142e+06
mass 4953.96, q2 4.89566e+06
mass 4442.2, q2 934086
mass 3892.89, q2 7.26797e+06
mass 3314.76, q2 1.91121e+06
mass 4508.47, q2 5.85657e+06
mass 5663.84, q2 955165
mass 5041.35, q2 3.23427e+06
mass 4851.67, q2 4.58406e+06
mass 3812.96, q2 917930
mass 5556.51, q2 4.96774e+06
mass 4592.18, q2 2.0119e+06
mass 3796.76, q2 2.88863e+06
mass 4715.78, q2 1.20426e+06
mass 8319.4, q2 -1.34336e+07
mass 4731.56, q2 3.3705e+06
mass 3370.59, q2 2.46701e+06
mass 4652.68, q2 3.38626e+06
mass 5205.1, q2 1.85455e+06
mass 4057, q2 7.14962e+06
mass 4133.51, q2 5.17271e+06
mass 5339.42, q2 8.7239e+06
mass 5312.71, q2 3.49066e+06
mass 4840.17, q2 8.2686e+06
mass 4963.72, q2 1.67878e+06
mass 4291.94, q2 2.05826e+06
mass 5474.39, q2 3.78291e+06
mass 7214.26, q2 -5.67211e+06
mass 4622.42, q2 1.44915e+06
mass 5234.43, q2 4.73198e+06
mass 4536.79, q2 4.03519e+06
mass 3501.43, q2 1.81763e+06
mass 4161.75, q2 6.87246e+06
mass 3836.9, q2 8.31054e+06
mass 4468.71, q2 1.9077e+06
mass 3614.38, q2 8.23333e+06
mass 3210.77, q2 507745
mass 4189.26, q2 5.6353e+06
mass 4123.15, q2 6.11781e+06
mass 5178.42, q2 6.16482e+06
mass 4165.33, q2 8.06044e+06
mass 3961.38, q2 6.96922e+06
mass 4209.64, q2 2.08151e+06
mass 5192.43, q2 4.31887e+06
mass 4868.43, q2 693952
mass 4752.81, q2 6.78958e+06
mass 4444.92, q2 3.43534e+06
mass 3994.93, q2 9.53805e+06
mass 3941.58, q2 4.20051e+06
mass 4444.24, q2 2.62182e+06
mass 5064.57, q2 946532
mass 4410.22, q2 1.1597e+06
mass 4736.23, q2 78017.3
mass 4332.05, q2 2.8114e+06
mass 5704.97, q2 2.1853e+06
mass 4701.52, q2 2.13962e+06
mass 4989.43, q2 3.88058e+06
mass 5216.7, q2 635822
mass 4700.78, q2 6.94968e+06
mass 4644.94, q2 5.14885e+06
mass 4452.53, q2 2.54677e+06
mass 5644.5, q2 2.30478e+06
mass 4353.35, q2 3.93097e+06
mass 5297.39, q2 205744
mass 5941.28, q2 3.1197e+06
mass 4923.68, q2 2.00246e+06
mass 3930.57, q2 7.42858e+06
mass 5555.05, q2 268121
mass 4472.42, q2 4.57995e+06
mass 4423.01, q2 2.68609e+06
mass 4872.53, q2 2.29884e+06
mass 3828.29, q2 7.98175e+06
mass 3741.03, q2 4.36808e+06
mass 4399.01, q2 2.67093e+06
mass 5285.8, q2 1.67514e+06
mass 3229.45, q2 1.14595e+06
mass 4438.59, q2 1.78199e+06
mass 3139.55, q2 1.23372e+06
mass 4451.68, q2 1.59645e+06
mass 5202.06, q2 3.47867e+06
mass 5590.93, q2 4.00668e+06
mass 5422.58, q2 3.57996e+06
mass 3876.79, q2 4.2842e+06
mass 4659.4, q2 5.13162e+06
mass 5505.36, q2 921252
mass 4210.52, q2 2.98348e+06
mass 4726.82, q2 2.61463e+06
mass 4287.37, q2 4.28899e+06
mass 4472.47, q2 3.11338e+06
mass 4740.34, q2 1.06492e+06
mass 4935.19, q2 3.67189e+06
mass 4773.39, q2 1.89943e+06
mass 4797.44, q2 3.26635e+06
mass 4782.45, q2 3.31662e+06
mass 4590.92, q2 3.95974e+06
mass 4353.92, q2 4.44688e+06
mass 3816.26, q2 8.17122e+06
mass 3420.35, q2 1.96111e+06
mass 4731.53, q2 1.90448e+06
mass 4185.9, q2 4.81858e+06
mass 4734.9, q2 5.49506e+06
mass 4770.3, q2 1.10857e+06
mass 4418.02, q2 2.99608e+06
mass 5382.88, q2 127587
mass 4861.7, q2 2.41883e+06
mass 4135.1, q2 7.76393e+06
mass 5307.18, q2 2.17471e+06
mass 4429.62, q2 1.27547e+06
mass 4620.57, q2 1.57463e+06
mass 5206.47, q2 6.07349e+06
mass 5594.1, q2 3.23566e+06
mass 5013.9, q2 4.0286e+06
mass 4555.21, q2 389705
mass 5049.6, q2 3.97202e+06
mass 5200.16, q2 1.15781e+06
mass 4893.49, q2 3.05931e+06
mass 4752.55, q2 1.64275e+06
mass 4532.06, q2 4.69372e+06
mass 4518.29, q2 3.70091e+06
mass 4902.99, q2 5.41707e+06
mass 5242.84, q2 3.26719e+06
mass 3933.55, q2 4.12731e+06
mass 4594.5, q2 3.41184e+06
mass 4790.92, q2 3.41774e+06
mass 3821.08, q2 1.82119e+06
mass 4050.24, q2 1.95568e+06
mass 6606.34, q2 -706078
mass 4832.26, q2 3.08988e+06
mass 4105.61, q2 2.07523e+06
mass 4520.19, q2 325288
mass 4530.97, q2 320289
mass 4226.6, q2 1.06979e+06
mass 5036.28, q2 5.03065e+06
mass 4536.96, q2 3.312e+06
mass 3947.79, q2 2.57199e+06
mass 3817.71, q2 7.06205e+06
mass 4478.68, q2 1.55183e+06
mass 4847.72, q2 2.03728e+06
mass 5090.99, q2 2.08265e+06
mass 4414.61, q2 3.40194e+06
mass 4252.16, q2 2.97606e+06
mass 3940.7, q2 2.1231e+06
mass 4626.06, q2 1.41551e+06
mass 4233.27, q2 3.57141e+06
mass 3415.86, q2 1.16552e+06
mass 3730.42, q2 2.78625e+06
mass 4853.28, q2 2.85018e+06
mass 3972.85, q2 3.05243e+06
mass 3622.18, q2 1.54144e+06
mass 4886.81, q2 934925
mass 4133.67, q2 3.80595e+06
mass 4856.24, q2 4.63209e+06
mass 4298.97, q2 1.1017e+06
mass 4243.52, q2 2.88136e+06
mass 5764.78, q2 -1.68488e+06
mass 4021.13, q2 6.94537e+06
mass 4991.51, q2 1.67955e+06
mass 5068.18, q2 4.4172e+06
mass 4421.45, q2 5.12833e+06
mass 5424.52, q2 5.52939e+06
mass 5185.54, q2 2.76189e+06
mass 4846.47, q2 3.83436e+06
mass 4060.39, q2 5.71095e+06
mass 5055.96, q2 3.08246e+06
mass 4293.96, q2 1.70278e+06
mass 3796.9, q2 1.26717e+06
mass 5650.85, q2 1.42501e+06
mass 3886.82, q2 5.64743e+06
mass 3974.82, q2 1.37939e+06
mass 4110.65, q2 1.73129e+06
mass 3718.69, q2 3.46057e+06
mass 4413.65, q2 3.31377e+06
mass 4919.08, q2 163923
mass 3830.86, q2 2.49397e+06
mass 5255.49, q2 3.16972e+06
mass 4499.32, q2 3.92476e+06
mass 4960.57, q2 1.5402e+06
mass 4018.44, q2 3.8751e+06
mass 5349.86, q2 2.54199e+06
mass 5487.12, q2 -375826
mass 4358.13, q2 7.18499e+06
mass 3601.64, q2 1.52642e+06
mass 3462.52, q2 1.93026e+06
mass 4491.51, q2 1.08464e+06
mass 4991.74, q2 3.79308e+06
mass 4290.83, q2 3.45739e+06
mass 5181.15, q2 4.46552e+06
