br	cls	clb	clsb	CLs_exp_b_med	CLs_exp_b_p1	CLs_exp_b_p2	CLs_exp_b_m1	CLs_exp_b_m2	CLb_exp_s_med	CLb_exp_s_p1	CLb_exp_s_p2	CLb_exp_s_m1	CLb_exp_s_m2
9.86e-08	0.0181704651889	0.22421	0.004074	0.052444	0.013125	0.00202197802198	0.184928571429	0.481434638015	0.981158	0.844942	0.473432	0.99919	0.999992
9.87e-08	0.0178717647478	0.224712	0.004016	0.051324	0.0130625	0.00228571428572	0.18445952381	0.480699923254	0.98136	0.845264	0.477424	0.999114	0.99999
9.88e-08	0.0180056878777	0.22504	0.004052	0.051644	0.0134375	0.0029010989011	0.184804761905	0.478600153492	0.981602	0.845118	0.476218	0.999184	0.999996
9.89e-08	0.0176878725691	0.225126	0.003982	0.051736	0.0127375	0.00334065934066	0.184773809524	0.479062675876	0.981518	0.844808	0.47593	0.999176	0.999994
9.9e-08	0.0177304333908	0.224924	0.003988	0.051244	0.0128125	0.0029010989011	0.182461904762	0.476602711691	0.981924	0.846784	0.47771	0.999196	0.999996
9.91e-08	0.016778582945	0.225764	0.003788	0.051036	0.0117125	0.00298901098901	0.182233333333	0.478102839601	0.981686	0.847188	0.47916	0.999204	0.999992
9.92e-08	0.0170540576438	0.22587	0.003852	0.050988	0.0122625	0.00175824175824	0.180888095238	0.475833205423	0.981934	0.848522	0.478596	0.999134	0.99999
9.93e-08	0.017311536265	0.224128	0.00388	0.050276	0.0126625	0.00237362637363	0.180038095238	0.476056280379	0.981876	0.849114	0.48176	0.999154	0.999986
9.94e-08	0.0169526161938	0.225098	0.003816	0.05	0.0122375	0.00263736263736	0.180054761905	0.475577385521	0.98186	0.849368	0.48317	0.999178	0.999992
9.95e-08	0.0173956395168	0.224654	0.003908	0.049932	0.0124875	0.00254945054945	0.179019047619	0.472900486058	0.982086	0.850262	0.482598	0.999224	0.999994
9.96e-08	0.0167431090529	0.22457	0.00376	0.049552	0.011725	0.00228571428572	0.178314285714	0.471543617293	0.98234	0.850774	0.484978	0.99927	0.999996
9.97e-08	0.0168543806325	0.225698	0.003804	0.049268	0.01185	0.00254945054945	0.17735952381	0.470784343822	0.98246	0.851502	0.48561	0.99926	0.999996
9.98e-08	0.0167394856493	0.225216	0.00377	0.049892	0.011775	0.00254945054945	0.178023809524	0.469243284728	0.982558	0.85128	0.484202	0.999248	0.999996
9.99e-08	0.0171078230139	0.224108	0.003834	0.049816	0.0123125	0.00237362637363	0.178447619048	0.469452033768	0.982594	0.850666	0.483918	0.999186	0.999996
1e-07	0.0167825971379	0.22571	0.003788	0.048744	0.0119625	0.00281318681318	0.176578571429	0.468044001023	0.98273	0.85204	0.487242	0.999204	0.99999
1.001e-07	0.0168887704335	0.22512	0.003802	0.048432	0.0119125	0.00307692307692	0.176969047619	0.467035047327	0.982802	0.85192	0.488724	0.999206	0.999988
1.002e-07	0.0168775247481	0.22527	0.003802	0.048268	0.011875	0.00298901098901	0.176128571429	0.466756715272	0.982864	0.852602	0.489082	0.999206	0.999992
1.003e-07	0.0168471399868	0.224964	0.00379	0.047496	0.0121875	0.00307692307692	0.175926190476	0.468508569967	0.982702	0.852964	0.491546	0.999228	0.999986
1.004e-07	0.0167402681642	0.225086	0.003768	0.047632	0.011775	0.00263736263736	0.17484047619	0.467102583781	0.9829	0.854462	0.490912	0.999248	0.999988
1.005e-07	0.0167703302383	0.224444	0.003764	0.048448	0.0119375	0.00316483516483	0.175288095238	0.467958045536	0.98292	0.854006	0.48823	0.99926	0.999994
1.006e-07	0.0165622242229	0.224366	0.003716	0.04826	0.0119625	0.00413186813187	0.174966666667	0.46534254285	0.983122	0.853958	0.488724	0.999254	0.999992
1.007e-07	0.0164148179902	0.223944	0.003676	0.048228	0.0116875	0.00369230769231	0.175816666667	0.464818623689	0.983138	0.853354	0.489038	0.999232	0.999992
1.008e-07	0.0164663718708	0.224336	0.003694	0.047964	0.011375	0.00325274725275	0.175261904762	0.463961115375	0.983314	0.854054	0.490842	0.999292	0.999986
1.009e-07	0.0158662207358	0.22425	0.003558	0.047728	0.010975	0.00316483516483	0.174276190476	0.462389357892	0.983326	0.854634	0.491014	0.999322	0.999994
1.01e-07	0.0155281721582	0.22398	0.003478	0.047244	0.011225	0.00316483516483	0.173476190476	0.463087234587	0.983298	0.855228	0.493232	0.999278	0.999992
1.011e-07	0.0154440499718	0.223646	0.003454	0.04726	0.0110125	0.00334065934066	0.174223809524	0.463330775134	0.983202	0.854492	0.493358	0.999248	0.999996
1.012e-07	0.0156325414276	0.223764	0.003498	0.04664	0.011175	0.00237362637363	0.172080952381	0.462244052187	0.983398	0.856774	0.495536	0.999282	0.999992
1.013e-07	0.0154082929186	0.223516	0.003444	0.04706	0.010975	0.00193406593407	0.171235714286	0.462682015861	0.983396	0.857228	0.494204	0.999332	0.999994
1.014e-07	0.0156236002365	0.223252	0.003488	0.047724	0.011125	0.00158241758242	0.17094047619	0.459292913789	0.983758	0.857426	0.491112	0.999378	0.999998
1.015e-07	0.0152761351826	0.223224	0.00341	0.047112	0.0107875	0.00316483516483	0.171364285714	0.458462010744	0.98377	0.857032	0.493748	0.999364	0.999996
1.016e-07	0.0152684759318	0.223074	0.003406	0.046452	0.01105	0.00254945054945	0.170892857143	0.458400613968	0.983836	0.857498	0.49647	0.99931	0.99999
1.017e-07	0.0147040319246	0.222524	0.003272	0.045932	0.0103125	0.00342857142857	0.169145238095	0.454645177795	0.984334	0.859382	0.49827	0.999314	0.999992
1.018e-07	0.0153777099511	0.22279	0.003426	0.0462	0.011025	0.00281318681318	0.170464285714	0.457367101561	0.984152	0.85795	0.497238	0.99935	0.999992
1.019e-07	0.0152863274285	0.223206	0.003412	0.046044	0.011025	0.00246153846154	0.16919047619	0.455416730622	0.984188	0.85916	0.497956	0.999356	0.999988
1.02e-07	0.0148743574331	0.222934	0.003316	0.045648	0.0101625	0.0029010989011	0.168973809524	0.456673317984	0.98398	0.859682	0.499544	0.999316	0.99999
1.021e-07	0.0151568147371	0.223002	0.00338	0.045852	0.0107375	0.00246153846154	0.169214285714	0.456904579176	0.984012	0.859774	0.498702	0.999372	0.99999
1.022e-07	0.0149451652211	0.223216	0.003336	0.045572	0.0107375	0.00254945054945	0.167635714286	0.454927602968	0.98434	0.86068	0.499798	0.99936	0.999992
1.023e-07	0.0151122663918	0.22313	0.003372	0.045252	0.0104	0.00246153846154	0.166585714286	0.452170887695	0.984608	0.861522	0.501092	0.99941	0.999986
1.024e-07	0.0147146014122	0.222636	0.003276	0.044904	0.0106875	0.00228571428572	0.166095238095	0.451943719621	0.984494	0.861982	0.502318	0.999406	0.999986
1.025e-07	0.0147458634162	0.222164	0.003276	0.044544	0.0102625	0.00193406593407	0.166447619048	0.453185981069	0.98441	0.86139	0.50387	0.999398	0.999988
1.026e-07	0.0150588108825	0.223258	0.003362	0.043952	0.0106	0.0021978021978	0.16539047619	0.451734970581	0.984696	0.862524	0.506694	0.999402	0.999988
1.027e-07	0.0151604964883	0.222684	0.003376	0.044912	0.0106625	0.00228571428572	0.165811904762	0.451741110258	0.984612	0.862396	0.5026	0.999374	0.999988
1.028e-07	0.0146519487991	0.222496	0.00326	0.044408	0.01015	0.0021978021978	0.164795238095	0.451597851113	0.984614	0.862904	0.504288	0.999372	0.99999
1.029e-07	0.0140106961453	0.223258	0.003128	0.043216	0.0097875	0.00202197802198	0.163885714286	0.450547966232	0.984796	0.863702	0.508766	0.99932	0.99999
1.03e-07	0.0138810376233	0.222894	0.003094	0.04384	0.0096875	0.00246153846154	0.162838095238	0.448951650038	0.984908	0.864336	0.507066	0.99941	0.999994
1.031e-07	0.0139742923218	0.223124	0.003118	0.043496	0.0094375	0.00193406593407	0.162769047619	0.447854694295	0.984978	0.864682	0.508112	0.999376	1.0
1.032e-07	0.0138363196648	0.222458	0.003078	0.043528	0.0093125	0.00237362637363	0.162352380952	0.449074443592	0.98481	0.865276	0.508132	0.999414	0.999992
1.033e-07	0.0138106911631	0.222726	0.003076	0.043056	0.0095375	0.00193406593407	0.161792857143	0.445599386032	0.985044	0.865384	0.509792	0.99941	0.999992
1.034e-07	0.0137677257225	0.22284	0.003068	0.042928	0.009475	0.00210989010989	0.160661904762	0.441897160399	0.98538	0.866592	0.511	0.999476	0.999994
1.035e-07	0.0138343112451	0.222924	0.003084	0.043292	0.009725	0.00237362637363	0.160557142857	0.443802507035	0.985344	0.866878	0.50984	0.999402	0.999984
1.036e-07	0.0133294931912	0.222214	0.002962	0.042964	0.00935	0.00254945054945	0.161721428571	0.445787669481	0.985106	0.865686	0.510672	0.999404	0.999992
1.037e-07	0.0135429023329	0.222552	0.003014	0.042712	0.009425	0.00202197802198	0.160880952381	0.44270964441	0.985302	0.866282	0.511246	0.999386	0.999988
1.038e-07	0.0137747227108	0.222872	0.00307	0.042816	0.0097375	0.00175824175824	0.159742857143	0.442294192888	0.985372	0.867438	0.51116	0.999458	0.999986
1.039e-07	0.0131221110263	0.22283	0.002924	0.041836	0.009475	0.00237362637363	0.160792857143	0.441712970069	0.985518	0.866438	0.514802	0.999452	0.99999
1.04e-07	0.0131318582479	0.22236	0.00292	0.042016	0.00955	0.00167032967033	0.159780952381	0.439760552571	0.985832	0.867424	0.514314	0.999434	0.999992
1.041e-07	0.013168198306	0.222202	0.002926	0.041876	0.009225	0.00237362637363	0.158745238095	0.438557175748	0.985676	0.868328	0.515098	0.999486	0.999994
1.042e-07	0.0128182014855	0.221872	0.002844	0.041756	0.0089125	0.00254945054945	0.158204761905	0.43805372218	0.98587	0.868686	0.515158	0.999472	0.999988
1.043e-07	0.0129375061811	0.222454	0.002878	0.041128	0.0092625	0.00184615384615	0.157654761905	0.438327961115	0.985862	0.868836	0.517722	0.999474	0.99999
1.044e-07	0.0121245348816	0.222524	0.002698	0.040784	0.0086375	0.00167032967033	0.156647619048	0.438092606805	0.98591	0.870116	0.520532	0.999482	0.999992
1.045e-07	0.0128919104618	0.221224	0.002852	0.041512	0.0090375	0.00202197802198	0.157607142857	0.437726272704	0.985786	0.86931	0.517008	0.999486	0.999988
1.046e-07	0.0129994403019	0.221548	0.00288	0.041084	0.0095125	0.00167032967033	0.156188095238	0.434846763878	0.986326	0.87064	0.518832	0.99948	0.999994
1.047e-07	0.0124730562144	0.221758	0.002766	0.040632	0.0088	0.00193406593407	0.155483333333	0.434607316449	0.986334	0.871212	0.521088	0.999516	0.99999
1.048e-07	0.0125483493748	0.22234	0.00279	0.040756	0.0088375	0.00193406593407	0.155866666667	0.434275773855	0.98632	0.87136	0.520524	0.99951	0.99999
1.049e-07	0.0129297176847	0.222588	0.002878	0.040164	0.0092	0.00237362637363	0.152571428571	0.430074187772	0.986526	0.873626	0.523684	0.99946	0.999996
1.05e-07	0.0125680695301	0.221832	0.002788	0.040032	0.0086375	0.00237362637363	0.152671428571	0.431643898695	0.986576	0.873588	0.52347	0.999448	0.99999
1.051e-07	0.0125198298241	0.221888	0.002778	0.039684	0.0082375	0.00184615384615	0.153314285714	0.434128421591	0.986246	0.873512	0.5241	0.99946	0.999986
1.052e-07	0.0129702272275	0.221276	0.00287	0.040128	0.00905	0.00202197802198	0.153083333333	0.432024558711	0.986432	0.873396	0.522752	0.999446	0.99999
1.053e-07	0.0127450714538	0.221262	0.00282	0.039828	0.00895	0.00193406593407	0.15250952381	0.430172422614	0.986502	0.874062	0.523802	0.999424	0.999996
1.054e-07	0.0125486645541	0.2209	0.002772	0.039764	0.0091	0.00202197802198	0.15210952381	0.431934510105	0.986302	0.87456	0.524602	0.999486	0.999998
1.055e-07	0.0126186377279	0.221894	0.0028	0.038984	0.009075	0.00193406593407	0.151316666667	0.429292402149	0.986548	0.875098	0.527956	0.999506	1.0
1.056e-07	0.0127108352449	0.22233	0.002826	0.038808	0.0089125	0.0021978021978	0.150907142857	0.429048861601	0.986598	0.87539	0.528336	0.999436	0.999996
1.057e-07	0.0124390001894	0.221722	0.002758	0.038868	0.0084625	0.0021978021978	0.150371428571	0.425692504477	0.98684	0.87605	0.528246	0.999492	0.999994
1.058e-07	0.0126872612673	0.221482	0.00281	0.03892	0.0087375	0.00237362637363	0.15079047619	0.425663852648	0.986876	0.875776	0.52831	0.999444	0.999996
1.059e-07	0.0120753967179	0.221442	0.002674	0.038696	0.008075	0.00167032967033	0.151107142857	0.428031721668	0.98675	0.875492	0.528846	0.999448	0.999998
1.06e-07	0.0123866361358	0.221852	0.002748	0.038928	0.0088	0.00263736263736	0.149566666667	0.427370683039	0.986966	0.876754	0.528476	0.999526	0.999998
1.061e-07	0.0119453153943	0.221342	0.002644	0.038112	0.008325	0.00210989010989	0.14935952381	0.423371706319	0.9872	0.877048	0.531214	0.999506	0.999996
1.062e-07	0.0119097215933	0.220828	0.00263	0.038124	0.0080875	0.00202197802198	0.148226190476	0.423621386544	0.987268	0.877608	0.531576	0.999522	1.0
1.063e-07	0.0121021760382	0.220952	0.002674	0.038856	0.0085125	0.00237362637363	0.149478571429	0.425915579432	0.987002	0.876302	0.528584	0.999522	0.999996
1.064e-07	0.0118765059969	0.221614	0.002632	0.038228	0.0084375	0.00193406593407	0.148538095238	0.424352008186	0.987206	0.877098	0.531446	0.999458	0.999992
1.065e-07	0.0115379773017	0.222396	0.002566	0.037276	0.0080375	0.00175824175824	0.147242857143	0.422164236378	0.987354	0.878642	0.535186	0.999472	0.999994
1.066e-07	0.0116224592763	0.221984	0.00258	0.03742	0.0081125	0.0029010989011	0.147580952381	0.420436940394	0.987456	0.878424	0.534746	0.999528	0.999998
1.067e-07	0.0120085466233	0.221842	0.002664	0.037096	0.0083875	0.00263736263736	0.146907142857	0.419118956255	0.987632	0.878874	0.535724	0.999532	0.999996
1.068e-07	0.0118257392213	0.222058	0.002626	0.037288	0.00805	0.00175824175824	0.145833333333	0.416628293681	0.98786	0.879964	0.535724	0.999534	0.999996
1.069e-07	0.0116312567519	0.22216	0.002584	0.036904	0.0082125	0.00210989010989	0.146111904762	0.419385008954	0.987538	0.880036	0.535888	0.999546	0.999998
1.07e-07	0.0116252852208	0.221758	0.002578	0.03702	0.0079875	0.00140659340659	0.145576190476	0.41752673318	0.987758	0.880038	0.535322	0.999598	0.999994
1.071e-07	0.0119584448578	0.22043	0.002636	0.036752	0.0082875	0.00228571428572	0.145561904762	0.417338449731	0.987854	0.879628	0.537678	0.99958	0.999992
1.072e-07	0.0117113679314	0.220128	0.002578	0.036956	0.0084875	0.00131868131868	0.145997619048	0.415891532361	0.987842	0.879642	0.535798	0.999542	0.999992
1.073e-07	0.0112522686025	0.2204	0.00248	0.036864	0.008175	0.00167032967033	0.145626190476	0.413675108723	0.98809	0.880022	0.536712	0.99958	0.999996
1.074e-07	0.0117509452439	0.220578	0.002592	0.036328	0.008275	0.00167032967033	0.144307142857	0.413926835508	0.988344	0.881402	0.538968	0.999586	0.999996
1.075e-07	0.0119079001191	0.220022	0.00262	0.036344	0.00825	0.00210989010989	0.14429047619	0.4133149143	0.988254	0.881696	0.539064	0.999576	1.0
1.076e-07	0.0114074302451	0.220558	0.002516	0.036252	0.00805	0.00140659340659	0.143723809524	0.412985418266	0.988294	0.882458	0.540258	0.999564	1.0
1.077e-07	0.0112348316139	0.22003	0.002472	0.03558	0.008	0.00158241758242	0.143080952381	0.412719365567	0.98829	0.882852	0.542854	0.999552	0.999996
1.078e-07	0.0110301787869	0.220486	0.002432	0.035748	0.0077125	0.00158241758242	0.1432	0.412152468662	0.98838	0.882606	0.542932	0.999576	0.999994
1.079e-07	0.0108482243836	0.22105	0.002398	0.036	0.0075625	0.00114285714286	0.14289047619	0.410425172678	0.988414	0.882726	0.540514	0.999546	0.999996
1.08e-07	0.0111467565657	0.220692	0.00246	0.035904	0.0077875	0.00131868131868	0.141733333333	0.40794678946	0.988698	0.883322	0.542076	0.999618	0.999994
1.081e-07	0.0111328337135	0.220968	0.00246	0.035676	0.0076375	0.00140659340659	0.142769047619	0.410595037094	0.988464	0.882548	0.542916	0.999586	0.999994
1.082e-07	0.0107975904706	0.22079	0.002384	0.035628	0.0074625	0.00105494505495	0.14085	0.410286006651	0.988522	0.88439	0.54367	0.999614	0.999998
1.083e-07	0.0106686919099	0.221208	0.00236	0.035416	0.0079625	0.00193406593407	0.139807142857	0.406716807368	0.988838	0.885384	0.545716	0.999598	0.999996
1.084e-07	0.0104409822123	0.221052	0.002308	0.035264	0.0077625	0.0021978021978	0.140869047619	0.40897416219	0.988572	0.884576	0.545534	0.999554	0.999996
1.085e-07	0.0104563773009	0.220344	0.002304	0.035092	0.0074875	0.00246153846154	0.13955952381	0.408853415196	0.988602	0.88588	0.546404	0.999546	1.0
1.086e-07	0.0105700949856	0.220244	0.002328	0.034972	0.0074625	0.00237362637363	0.138945238095	0.40781580967	0.98857	0.885842	0.548106	0.999562	0.999996
1.087e-07	0.0105149611581	0.220638	0.00232	0.034988	0.0072625	0.00175824175824	0.137807142857	0.405018163213	0.988804	0.886448	0.54837	0.999566	0.999998
1.088e-07	0.0104546404967	0.219998	0.0023	0.034876	0.007425	0.00193406593407	0.137414285714	0.404109490918	0.988802	0.887672	0.548128	0.999594	1.0
1.089e-07	0.0104498534472	0.219716	0.002296	0.034252	0.007425	0.00158241758242	0.13719047619	0.404363264262	0.988622	0.887474	0.549042	0.999548	1.0
1.09e-07	0.0109983002627	0.220034	0.00242	0.034464	0.0077	0.00167032967033	0.137207142857	0.40292044001	0.988774	0.88752	0.549548	0.999586	0.999998
1.091e-07	0.0106486757533	0.21937	0.002336	0.033936	0.0075875	0.0014945054945	0.136252380952	0.400912765413	0.989096	0.888516	0.552488	0.999588	1.0
1.092e-07	0.0108636064615	0.218896	0.002378	0.033552	0.0077875	0.00158241758242	0.137166666667	0.400712202609	0.988954	0.887696	0.551928	0.999578	0.999998
1.093e-07	0.0104794795892	0.218904	0.002294	0.033112	0.0075	0.0014945054945	0.136173809524	0.40055257099	0.989058	0.88822	0.55436	0.99961	0.999998
1.094e-07	0.0108098739304	0.219244	0.00237	0.033564	0.0076	0.0014945054945	0.135997619048	0.401332310054	0.989188	0.888458	0.55487	0.999608	0.999996
1.095e-07	0.0105588014433	0.218396	0.002306	0.033284	0.0075	0.00105494505495	0.136711904762	0.401340496291	0.989308	0.888148	0.55484	0.999622	0.999996
1.096e-07	0.0106917323336	0.219796	0.00235	0.033248	0.007475	0.00105494505495	0.136169047619	0.400032744948	0.989248	0.888846	0.554274	0.999584	0.999996
1.097e-07	0.010348037158	0.219172	0.002268	0.033432	0.007475	0.00123076923077	0.135921428571	0.401195190586	0.989238	0.888582	0.554188	0.999588	0.999992
1.098e-07	0.0101667196657	0.22013	0.002238	0.032992	0.0071125	0.00114285714286	0.134735714286	0.400176004093	0.989306	0.88991	0.555896	0.999632	0.999994
1.099e-07	0.00961267637626	0.220126	0.002116	0.032172	0.00655	0.000967032967031	0.132788095238	0.397284215912	0.989572	0.89101	0.56065	0.99963	0.999996
1.1e-07	0.00992364332991	0.220282	0.002186	0.032744	0.00685	0.0014945054945	0.133471428571	0.397814274751	0.989356	0.891234	0.557872	0.999624	0.999998
1.101e-07	0.00979512690171	0.220722	0.002162	0.032844	0.0066875	0.000791208791207	0.132595238095	0.397200306984	0.989586	0.89208	0.557652	0.999652	1.0
1.102e-07	0.00957068138893	0.220256	0.002108	0.032364	0.00675	0.000967032967031	0.132947619048	0.395945766181	0.98949	0.891698	0.5586	0.999642	0.999996
1.103e-07	0.00969721137202	0.220682	0.00214	0.032224	0.0067	0.00140659340659	0.132473809524	0.398692248657	0.989316	0.891718	0.560402	0.999662	0.999994
1.104e-07	0.00973692113094	0.219782	0.00214	0.031988	0.0068625	0.00167032967033	0.132404761905	0.397087746227	0.989438	0.89217	0.561824	0.999644	0.999998
1.105e-07	0.0100070766272	0.220444	0.002206	0.03224	0.006975	0.0021978021978	0.132038095238	0.396481964697	0.989496	0.893056	0.560672	0.999646	0.999998
1.106e-07	0.00920373222212	0.22078	0.002032	0.031592	0.0062875	0.00175824175824	0.131083333333	0.393970836531	0.989892	0.893614	0.562432	0.99969	1.0
1.107e-07	0.00914838499303	0.220804	0.00202	0.031704	0.0064	0.00175824175824	0.130945238095	0.393776413405	0.989758	0.89332	0.563032	0.999648	0.999998
1.108e-07	0.00930828119182	0.220234	0.00205	0.031524	0.0066625	0.00167032967033	0.130328571429	0.391338961371	0.99004	0.894392	0.563588	0.999638	1.0
1.109e-07	0.00904010519395	0.219024	0.00198	0.031628	0.0064125	0.00167032967033	0.130483333333	0.389959580455	0.989936	0.893886	0.562748	0.999694	0.999996
1.11e-07	0.00903737815921	0.219754	0.001986	0.031656	0.0062	0.00202197802198	0.130397619048	0.388533128677	0.989956	0.894172	0.563262	0.99969	1.0
1.111e-07	0.00894259929117	0.218952	0.001958	0.031292	0.0061875	0.0014945054945	0.130445238095	0.389243284728	0.990156	0.894542	0.564814	0.999738	0.999998
1.112e-07	0.0090923199109	0.219086	0.001992	0.03146	0.00605	0.00167032967033	0.130069047619	0.389853159376	0.99	0.894762	0.564196	0.999726	0.999996
1.113e-07	0.0090661831369	0.218394	0.00198	0.031572	0.0065125	0.00167032967033	0.129288095238	0.388469685342	0.990006	0.895504	0.565096	0.999686	0.999998
1.114e-07	0.00919871236369	0.218074	0.002006	0.03146	0.0066625	0.00193406593407	0.128580952381	0.38684267076	0.99026	0.896486	0.56494	0.999682	0.999998
1.115e-07	0.00942773294204	0.21808	0.002056	0.03124	0.0065625	0.00193406593407	0.128095238095	0.386371962139	0.990034	0.896782	0.565726	0.999682	0.999998
1.116e-07	0.00904653552554	0.217984	0.001972	0.031208	0.006275	0.00158241758242	0.127683333333	0.384828856485	0.99038	0.89681	0.566422	0.999678	0.999996
1.117e-07	0.00827156318834	0.218822	0.00181	0.030252	0.0055375	0.000967032967031	0.12640952381	0.383255052443	0.990432	0.897544	0.571462	0.999676	0.999996
1.118e-07	0.0087158200878	0.217306	0.001894	0.030656	0.0063875	0.00140659340659	0.126852380952	0.384603734971	0.990356	0.897466	0.570088	0.999684	1.0
1.119e-07	0.00856342169339	0.21767	0.001864	0.030584	0.006325	0.00114285714286	0.126064285714	0.382976720389	0.990546	0.898408	0.57019	0.999682	0.999998
1.12e-07	0.0090511831582	0.218314	0.001976	0.030504	0.0064625	0.00131868131868	0.125778571429	0.38355180353	0.99041	0.89858	0.570186	0.99969	0.999996
1.121e-07	0.00894357962435	0.218928	0.001958	0.029936	0.0065625	0.00123076923077	0.125411904762	0.381452033768	0.990716	0.899074	0.573854	0.99969	1.0
1.122e-07	0.00880952380952	0.2184	0.001924	0.029984	0.0066875	0.00184615384615	0.124883333333	0.380932207726	0.990604	0.899038	0.57398	0.999684	1.0
1.123e-07	0.0085327973689	0.21892	0.001868	0.030312	0.006175	0.00184615384615	0.124573809524	0.380277308775	0.990686	0.898764	0.57124	0.999718	1.0
1.124e-07	0.00835297030157	0.218126	0.001822	0.02982	0.006275	0.00131868131868	0.124321428571	0.380801227936	0.990658	0.900002	0.573342	0.999724	0.999998
1.125e-07	0.00846997802036	0.217474	0.001842	0.030412	0.006525	0.00105494505495	0.125202380952	0.382898951138	0.990578	0.898762	0.57141	0.999712	0.999998
1.126e-07	0.00843939852104	0.218262	0.001842	0.029932	0.0061	0.000879120879122	0.124473809524	0.380522895881	0.990526	0.899288	0.574574	0.999702	1.0
1.127e-07	0.00874113018861	0.217592	0.001902	0.030128	0.0063125	0.0014945054945	0.124121428571	0.380404195446	0.990756	0.8999	0.573918	0.999706	1.0
1.128e-07	0.00890811444911	0.218228	0.001944	0.029288	0.0064375	0.00131868131868	0.122842857143	0.377600409312	0.99093	0.90072	0.57895	0.999692	0.999998
1.129e-07	0.00809263405146	0.217976	0.001764	0.029408	0.006075	0.0014945054945	0.12205952381	0.376618060885	0.990946	0.90068	0.5796	0.999714	0.999998
1.13e-07	0.00819251963459	0.218492	0.00179	0.0285	0.0058875	0.00105494505495	0.122757142857	0.375748273216	0.990986	0.90093	0.581142	0.999696	0.999998
1.131e-07	0.0083832005074	0.217578	0.001824	0.028852	0.00565	0.00105494505495	0.122454761905	0.374729086723	0.99109	0.900758	0.579742	0.999732	1.0
1.132e-07	0.00833753264007	0.21829	0.00182	0.028572	0.006025	0.00105494505495	0.121907142857	0.375095420824	0.991082	0.901162	0.580986	0.999718	0.999996
1.133e-07	0.00801092565604	0.218202	0.001748	0.028516	0.0056625	0.000615384615383	0.120947619048	0.374571501663	0.99122	0.902054	0.583122	0.999732	0.999994
1.134e-07	0.00802777573664	0.217744	0.001748	0.028484	0.0056875	0.000615384615383	0.12170952381	0.376171910975	0.990984	0.901268	0.583654	0.99969	0.999996
1.135e-07	0.00817486138478	0.21823	0.001784	0.028404	0.0055875	0.000967032967031	0.121080952381	0.375852647736	0.991044	0.901848	0.58292	0.999712	0.999998
1.136e-07	0.00853228169429	0.217058	0.001852	0.028348	0.0057875	0.00123076923077	0.120916666667	0.375504732668	0.991092	0.902	0.582378	0.999698	0.999996
1.137e-07	0.00872783516544	0.217236	0.001896	0.028572	0.006075	0.000703296703297	0.120204761905	0.375486313635	0.99094	0.902796	0.583294	0.999716	0.999998
1.138e-07	0.00796482203601	0.216954	0.001728	0.02816	0.0055875	0.000967032967031	0.119457142857	0.371309286262	0.99127	0.903682	0.584788	0.999744	0.999996
1.139e-07	0.00792458741465	0.217046	0.00172	0.028552	0.0057625	0.000967032967031	0.119766666667	0.37039447429	0.991316	0.903854	0.582148	0.999756	0.999996
1.14e-07	0.00802020723478	0.216952	0.00174	0.027988	0.0057625	0.00105494505495	0.119816666667	0.369207469941	0.991354	0.903854	0.585418	0.999754	1.0
1.141e-07	0.00785818376344	0.216844	0.001704	0.02772	0.0056625	0.000967032967031	0.118904761905	0.368092095165	0.991552	0.904432	0.586346	0.999732	0.999998
1.142e-07	0.00801794843503	0.217512	0.001744	0.02762	0.0059625	0.00105494505495	0.118064285714	0.369508314147	0.991398	0.90512	0.587766	0.999742	0.999998
1.143e-07	0.00797307363368	0.217482	0.001734	0.0279	0.0057125	0.000879120879122	0.117578571429	0.367858787414	0.9915	0.905768	0.587392	0.999736	0.999998
1.144e-07	0.0080008838721	0.217226	0.001738	0.02754	0.0059375	0.0014945054945	0.11749047619	0.367449475569	0.991586	0.905458	0.587936	0.999762	0.999996
1.145e-07	0.00804687860472	0.21673	0.001744	0.028024	0.00605	0.00105494505495	0.117297619048	0.363896648759	0.991954	0.905738	0.586968	0.999772	1.0
1.146e-07	0.0077165745399	0.217454	0.001678	0.027928	0.0057125	0.00140659340659	0.117207142857	0.361561524687	0.991986	0.90631	0.58754	0.999762	0.999998
1.147e-07	0.00777118385957	0.216698	0.001684	0.02738	0.0057625	0.00123076923077	0.11714047619	0.3622634945	0.991972	0.9063	0.588982	0.999758	1.0
1.148e-07	0.00807406311272	0.216248	0.001746	0.027328	0.0058125	0.00131868131868	0.11680952381	0.364700946534	0.991832	0.906106	0.589378	0.999738	0.999998
1.149e-07	0.00777922521873	0.216474	0.001684	0.027084	0.0054625	0.000703296703297	0.116183333333	0.363943719621	0.991932	0.90662	0.591494	0.999736	1.0
1.15e-07	0.00794927254913	0.216372	0.00172	0.026964	0.0056	0.000791208791207	0.115780952381	0.361498081351	0.992088	0.907144	0.592834	0.99973	1.0
1.151e-07	0.00759566279328	0.216176	0.001642	0.0266	0.0051375	0.00105494505495	0.115111904762	0.363163980558	0.991818	0.90756	0.593798	0.999744	1.0
1.152e-07	0.00717345544518	0.216632	0.001554	0.02592	0.004825	0.000967032967031	0.114630952381	0.360609874648	0.991948	0.907792	0.597082	0.999774	0.999998
1.153e-07	0.00732142528651	0.217444	0.001592	0.025812	0.0051625	0.000527472527473	0.113447619048	0.360345868509	0.991984	0.908666	0.599378	0.999772	0.999998
